Équipe,Ligue,Last_5_FT_Goals,Last_5_MT_Goals,Form_Score,Form_Last_5_Str,Prochain_Match,FT Marque_Record,FT Marque_Annee_Record,FT Marque_EnCours,FT CS_Record,FT CS_Annee_Record,FT CS_EnCours,FT No CS_Record,FT No CS_Annee_Record,FT No CS_EnCours,FT -0.5_Record,FT -0.5_Annee_Record,FT -0.5_EnCours,FT +1.5_Record,FT +1.5_Annee_Record,FT +1.5_EnCours,FT -1.5_Record,FT -1.5_Annee_Record,FT -1.5_EnCours,FT +2.5_Record,FT +2.5_Annee_Record,FT +2.5_EnCours,FT -2.5_Record,FT -2.5_Annee_Record,FT -2.5_EnCours,FT +3.5_Record,FT +3.5_Annee_Record,FT +3.5_EnCours,FT -3.5_Record,FT -3.5_Annee_Record,FT -3.5_EnCours,FT Nuls_Record,FT Nuls_Annee_Record,FT Nuls_EnCours,MT +0.5_Record,MT +0.5_Annee_Record,MT +0.5_EnCours,MT -0.5_Record,MT -0.5_Annee_Record,MT -0.5_EnCours,MT +1.5_Record,MT +1.5_Annee_Record,MT +1.5_EnCours,MT -1.5_Record,MT -1.5_Annee_Record,MT -1.5_EnCours
Rennes,Ligue 1,"4, 3, 4, 5, 1","2, 2, 0, 2, 0",12.200000000000001,"V, V, N, D, N",N/A,24,2023,6,4,2019,1,13,2016,0,2,2014,0,17,2023,0,5,2010,1,7,2016,0,7,2021,1,4,2016,0,19,2015,1,5,2023,0,13,2023,0,6,2020,1,5,2011,0,14,2011,1
Strasbourg,Ligue 1,"6, 3, 3, 5, 2","3, 2, 0, 2, 1",9.399999999999999,"V, D, V, D, N",N/A,16,2025,16,5,2025,1,15,2024,0,2,2016,0,25,2017,8,3,2025,0,7,2025,0,7,2022,1,6,2019,0,15,2024,1,3,2023,0,19,2023,2,4,2025,0,8,2023,0,13,2025,1
Toulouse,Ligue 1,"4, 1, 4, 0, 2","2, 1, 0, 0, 1",4.6000000000000005,"N, N, N, D, V",N/A,19,2021,1,4,2020,0,19,2015,1,3,2023,0,18,2023,1,5,2023,0,6,2024,0,11,2011,2,4,2021,0,23,2012,2,4,2023,3,15,2021,1,5,2017,0,5,2015,0,17,2016,4
Amiens,Ligue 2,"1, 3, 4, 5, 3","1, 1, 1, 2, 0",-3.8,"D, D, D, V, V",N/A,10,2022,5,4,2024,0,13,2016,4,2,2024,0,18,2016,4,4,2024,0,7,2017,4,10,2024,0,3,2019,0,25,2018,1,4,2024,0,11,2019,0,5,2019,1,4,2011,0,14,2020,1
Annecy,Ligue 2,"1, 4, 3, 2, 1","1, 1, 0, 1, 0",1.0000000000000004,"D, N, D, V, V",N/A,15,2024,0,4,2022,0,10,2023,3,1,2025,0,17,2023,0,3,2025,1,5,2023,0,6,2025,2,2,2025,0,8,2024,3,3,2023,0,10,2023,0,3,2024,1,5,2023,0,13,2023,7
Bastia,Ligue 2,"0, 1, 2, 1, 4","0, 1, 1, 0, 3",0.20000000000000062,"D, V, D, D, N",N/A,14,2012,2,5,2016,0,11,2012,1,3,2024,0,16,2014,1,4,2022,0,8,2012,1,12,2016,0,4,2013,1,26,2016,0,4,2024,0,17,2012,1,6,2013,0,6,2014,1,14,2023,0
Boulogne,Ligue 2,"4, 1, 8, 2, 2","1, 0, 6, 1, 0",-1.0,"N, N, D, D, N",N/A,6,2012,3,4,2011,0,10,2011,5,2,2011,0,7,2011,3,4,2011,0,5,2012,0,16,2010,2,3,2011,0,24,2011,2,7,2010,2,11,2011,0,4,2011,1,2,2011,0,13,2010,2
Clermont,Ligue 2,"1, 1, 2, 1, 3","1, 0, 2, 0, 0",5.3999999999999995,"V, D, N, V, D",N/A,16,2016,1,6,2015,0,12,2024,3,3,2013,0,14,2010,1,6,2015,0,6,2016,1,10,2014,0,3,2022,0,21,2014,5,5,2015,0,16,2014,0,5,2017,2,3,2025,0,14,2013,2
Dunkerque,Ligue 2,"1, 3, 3, 3, 2","0, 2, 1, 2, 0",13.399999999999999,"N, V, V, V, D",N/A,13,2024,4,3,2025,0,8,2021,2,2,2021,0,8,2024,4,3,2023,0,5,2022,0,7,2025,1,3,2025,0,24,2022,6,4,2025,1,11,2022,0,6,2022,1,4,2025,0,13,2024,1
Grenoble,Ligue 2,"2, 1, 0, 5, 3","0, 0, 0, 2, 2",11.4,"V, V, N, D, N",N/A,9,2025,2,6,2023,0,11,2025,2,4,2023,0,15,2024,2,4,2023,0,6,2023,2,12,2023,0,3,2025,0,28,2023,1,4,2023,0,9,2023,2,6,2023,0,6,2023,2,14,2021,0
Guingamp,Ligue 2,"4, 1, 0, 2, 4","1, 0, 0, 2, 3",7.4,"N, V, N, D, N",N/A,13,2022,2,7,2021,0,13,2022,1,2,2024,0,19,2018,2,5,2019,0,14,2018,1,11,2014,0,6,2018,1,19,2021,0,4,2021,1,15,2021,2,7,2022,0,5,2016,2,16,2022,0
Laval,Ligue 2,"0, 1, 2, 2, 2","0, 0, 1, 2, 2",4.6,"V, D, N, D, N",N/A,11,2024,1,3,2023,1,26,2013,0,3,2014,0,14,2024,3,5,2023,0,10,2012,0,7,2025,7,3,2011,0,18,2010,12,6,2016,0,13,2011,3,6,2014,0,6,2023,2,16,2016,0
Le Mans,Ligue 2,"5, 1, 2, 1, 0","2, 0, 1, 0, 0",13.4,"N, V, N, V, V",N/A,13,2010,0,5,2011,2,14,2011,0,3,2011,1,13,2019,0,5,2011,2,5,2019,0,7,2012,4,3,2011,0,10,2011,4,4,2011,1,10,2012,0,5,2011,2,3,2011,0,13,2011,4
Montpellier,Ligue 2,"1, 5, 2, 2, 1","0, 2, 2, 0, 0",17.400000000000002,"V, V, N, V, V",N/A,19,2023,5,4,2012,2,36,2025,0,2,2010,0,24,2024,0,6,2015,1,8,2024,0,12,2014,3,5,2023,0,18,2017,3,5,2018,0,16,2022,0,5,2019,2,5,2019,0,17,2024,2
Nancy,Ligue 2,"1, 5, 2, 1, 2","1, 2, 1, 0, 2",-3.0000000000000004,"D, D, V, D, D",N/A,14,2013,0,4,2011,0,21,2013,2,2,2019,0,12,2018,1,6,2018,0,6,2022,0,7,2019,3,3,2022,0,20,2020,3,6,2012,0,12,2014,1,5,2020,0,3,2021,1,25,2020,0
Pau FC,Ligue 2,"2, 3, 6, 2, 4","0, 2, 4, 1, 3",-1.0,"N, N, D, D, N",N/A,19,2024,2,3,2021,0,14,2022,7,1,2025,0,12,2025,7,4,2023,0,8,2024,1,10,2023,0,3,2025,1,12,2022,0,3,2024,2,13,2023,4,10,2022,0,5,2021,1,19,2022,0
Red Star,Ligue 2,"1, 1, 3, 3, 0","0, 0, 1, 2, 0",9.4,"N, V, D, V, V",N/A,15,2025,0,4,2025,1,11,2024,0,2,2016,1,8,2019,0,3,2025,1,5,2017,0,7,2015,1,3,2017,0,11,2015,7,5,2025,1,17,2024,0,6,2016,1,2,2025,0,31,2016,1
Reims,Ligue 2,"4, 0, 8, 3, 4","2, 0, 6, 2, 3",10.2,"V, D, V, N, N",N/A,14,2011,3,6,2023,0,16,2016,3,2,2024,0,14,2016,3,5,2015,0,7,2015,3,9,2017,0,4,2015,1,18,2013,0,6,2013,0,19,2023,3,6,2019,0,5,2018,3,41,2013,0
Rodez,Ligue 2,"4, 3, 3, 2, 3","2, 1, 0, 0, 2",-3.4000000000000004,"D, D, V, D, N",N/A,13,2024,1,4,2022,0,18,2021,9,2,2022,0,13,2025,8,3,2025,0,6,2024,1,7,2022,0,5,2024,0,21,2020,4,5,2021,0,13,2024,1,4,2023,0,4,2024,1,17,2020,0
St Etienne,Ligue 2,"5, 4, 6, 3, 5","2, 1, 4, 2, 3",8.2,"V, D, V, D, D",N/A,17,2023,3,6,2023,0,15,2022,2,2,2020,0,22,2022,7,4,2024,0,8,2013,5,7,2023,0,5,2022,1,19,2015,0,4,2010,0,13,2022,7,5,2016,0,5,2022,3,18,2016,0
Troyes,Ligue 2,"1, 0, 4, 2, 5","1, 0, 1, 1, 3",4.6000000000000005,"D, N, V, N, V",N/A,20,2021,3,7,2015,0,24,2023,3,2,2017,0,14,2021,3,4,2010,0,5,2025,1,8,2019,0,4,2025,1,20,2012,0,4,2013,0,14,2022,3,6,2018,0,4,2017,1,17,2015,0
Arsenal,Premier League,"2, 1, 1, 2, 4","1, 0, 1, 2, 1",15.000000000000002,"N, V, V, V, V",N/A,20,2019,8,4,2025,0,11,2018,1,2,2012,0,17,2015,2,3,2020,0,10,2023,1,5,2025,0,7,2023,1,11,2020,0,4,2020,1,13,2015,3,5,2014,0,6,2024,0,11,2025,1
Aston Villa,Premier League,"3, 3, 1, 2, 4","1, 2, 1, 1, 2",13.8,"V, D, V, V, V",N/A,20,2023,1,4,2020,1,26,2013,0,2,2017,0,14,2024,2,4,2015,0,7,2024,1,10,2017,0,3,2024,1,23,2015,0,5,2016,0,10,2023,6,4,2016,0,5,2023,1,12,2012,0
Bournemouth,Premier League,"4, 6, 2, 4, 4","0, 2, 2, 3, 2",1.4000000000000001,"D, D, V, N, V",N/A,14,2021,0,5,2020,0,16,2020,2,2,2022,0,19,2024,6,5,2014,0,8,2016,2,8,2012,0,5,2019,2,17,2014,0,3,2021,0,16,2015,4,5,2014,0,6,2019,4,10,2012,0
Brentford,Premier League,"1, 2, 5, 2, 4","1, 1, 3, 1, 1",11.0,"V, D, V, V, D",N/A,15,2020,1,5,2020,0,13,2024,3,2,2020,0,21,2011,4,5,2010,0,11,2014,1,6,2018,0,5,2024,1,14,2019,0,4,2021,0,26,2017,8,5,2018,0,5,2019,0,10,2016,2
Brighton,Premier League,"2, 3, 6, 3, 0","1, 1, 2, 1, 0",10.6,"N, V, D, V, N",N/A,32,2023,0,5,2016,2,23,2023,0,2,2024,1,25,2025,0,5,2021,1,11,2025,0,8,2021,1,8,2023,0,20,2012,2,4,2025,1,20,2023,0,5,2013,1,6,2022,0,16,2014,2
Burnley,Premier League,"3, 2, 5, 2, 5","1, 1, 4, 2, 2",1.0,"D, D, V, V, D",N/A,31,2023,1,12,2025,0,21,2024,3,3,2014,0,16,2024,7,8,2015,0,9,2011,1,14,2024,0,4,2024,1,25,2025,0,3,2022,0,14,2023,7,5,2017,0,7,2015,3,17,2015,0
Chelsea,Premier League,"3, 3, 3, 1, 3","1, 0, 2, 1, 0",17.400000000000002,"V, V, D, V, V",N/A,19,2015,10,6,2016,2,11,2023,0,2,2023,0,20,2024,1,4,2025,0,9,2020,1,7,2023,0,8,2024,0,15,2014,5,3,2023,0,23,2024,0,5,2012,1,5,2023,0,15,2012,2
Crystal Palace,Premier League,"3, 6, 1, 2, 0","1, 2, 1, 1, 0",7.4,"N, V, D, N, D",N/A,22,2012,0,5,2011,2,18,2016,0,2,2021,1,21,2024,0,4,2023,1,8,2016,0,7,2014,3,5,2024,0,19,2012,3,4,2021,1,18,2017,0,8,2011,1,5,2024,0,19,2020,3
Everton,Premier League,"3, 2, 3, 2, 2","1, 0, 2, 1, 1",5.8,"V, N, D, D, V",N/A,18,2013,2,4,2023,1,16,2013,0,2,2024,0,20,2013,7,4,2021,0,5,2024,0,8,2025,2,4,2020,0,23,2012,8,4,2025,0,15,2011,3,4,2024,0,7,2015,0,14,2012,2
Fulham,Premier League,"4, 1, 3, 3, 2","0, 0, 1, 1, 1",0.6000000000000001,"D, V, D, D, D",N/A,24,2018,0,5,2021,0,20,2016,1,1,2024,0,22,2014,3,4,2021,0,10,2022,0,8,2021,1,5,2023,0,14,2020,4,5,2021,0,13,2019,3,5,2021,0,5,2023,0,12,2016,5
Leeds,Premier League,"3, 2, 3, 3, 4","2, 1, 2, 1, 2",-4.200000000000001,"D, D, V, D, D",N/A,18,2018,1,6,2025,0,18,2023,8,2,2017,0,14,2023,7,3,2023,0,9,2010,3,7,2015,0,6,2022,1,20,2013,0,5,2015,0,13,2021,7,11,2013,0,5,2022,1,21,2013,0
Liverpool,Premier League,"3, 3, 5, 2, 3","1, 1, 3, 1, 2",-0.9999999999999996,"D, V, D, D, D",N/A,44,2025,0,7,2020,0,10,2024,1,2,2013,0,36,2014,7,4,2021,0,11,2021,1,6,2011,0,9,2021,0,13,2011,2,3,2023,0,38,2014,7,4,2021,0,7,2020,1,20,2021,0
Man City,Premier League,"1, 2, 1, 4, 3","1, 0, 1, 3, 2",17.0,"V, V, D, V, V",N/A,29,2019,2,6,2021,1,8,2023,0,2,2010,0,26,2016,2,3,2021,0,10,2019,2,6,2020,0,8,2019,0,10,2023,1,3,2023,0,21,2025,3,4,2021,0,7,2020,2,8,2014,0
Man United,Premier League,"2, 3, 6, 4, 4","2, 1, 2, 1, 1",9.4,"N, N, V, V, V",N/A,23,2013,7,6,2013,0,14,2019,4,2,2021,0,18,2024,10,4,2016,0,10,2012,4,6,2019,0,7,2018,3,14,2016,0,3,2018,2,13,2014,9,4,2014,0,5,2020,0,11,2019,2
Newcastle,Premier League,"2, 3, 3, 4, 4","0, 1, 1, 3, 1",-2.2,"D, D, V, D, V",N/A,14,2024,6,6,2023,0,14,2021,4,2,2023,0,17,2025,6,4,2023,0,11,2024,4,8,2023,0,8,2024,2,17,2018,0,3,2023,0,14,2025,4,4,2023,0,4,2025,0,14,2025,1
Nott'm Forest,Premier League,"2, 3, 2, 4, 4","0, 0, 2, 1, 2",4.2,"V, N, D, D, D",N/A,15,2014,2,4,2025,0,20,2016,19,3,2018,0,21,2016,5,5,2011,0,9,2014,2,11,2021,0,4,2022,2,25,2016,0,4,2016,0,14,2016,3,6,2012,0,4,2017,1,22,2021,0
Sunderland,Premier League,"2, 2, 3, 2, 4","2, 1, 2, 1, 1",7.0,"N, N, V, V, D",N/A,43,2019,4,5,2020,0,21,2017,3,2,2024,0,22,2018,5,5,2024,0,7,2013,1,9,2019,0,4,2017,1,25,2025,0,5,2024,2,13,2018,6,5,2025,0,5,2011,0,14,2025,2
Tottenham,Premier League,"3, 3, 3, 1, 4","2, 2, 2, 1, 1",3.799999999999999,"N, D, V, D, V",N/A,39,2024,1,4,2020,0,17,2010,2,2,2011,0,33,2024,1,4,2019,0,12,2024,1,7,2013,0,5,2024,1,13,2013,0,4,2016,1,16,2021,5,5,2012,0,5,2025,0,12,2014,2
West Ham,Premier League,"2, 2, 3, 4, 5","1, 1, 2, 3, 2",9.0,"V, V, D, D, D",N/A,18,2016,3,4,2024,0,19,2024,8,3,2015,0,28,2024,19,3,2021,0,11,2016,3,6,2025,0,6,2016,2,13,2015,0,5,2015,0,14,2015,7,4,2024,0,6,2012,3,11,2013,0
Wolves,Premier League,"2, 2, 5, 3, 3","1, 1, 4, 1, 0",-8.200000000000001,"D, D, D, D, N",N/A,18,2019,0,6,2014,0,30,2012,15,2,2021,0,30,2012,7,8,2022,0,9,2011,3,9,2022,0,4,2014,0,17,2016,2,3,2019,0,19,2024,0,6,2021,1,7,2011,0,12,2022,2
Airdrie Utd,SC1,"4, 1, 3, 2, 3","2, 1, 1, 0, 1",10.200000000000001,"V, N, D, V, D",N/A,28,2023,2,5,2012,1,43,2014,0,1,2025,0,22,2011,3,3,2025,0,11,2017,1,8,2020,0,5,2023,0,16,2024,4,3,2022,0,19,2011,1,4,2015,0,5,2023,0,11,2015,4
Arbroath,SC1,"4, 1, 3, 1, 2","1, 1, 1, 1, 1",4.199999999999999,"N, D, V, D, V",N/A,18,2025,1,4,2021,0,26,2014,2,2,2023,0,31,2011,1,4,2016,0,9,2013,0,12,2023,2,6,2010,0,18,2020,4,4,2023,1,21,2018,7,4,2021,0,5,2023,0,15,2023,5
Ayr,SC1,"3, 0, 1, 6, 2","1, 0, 1, 3, 1",2.2000000000000006,"N, N, D, N, D",N/A,19,2018,2,4,2025,0,18,2013,3,2,2020,0,40,2018,2,3,2019,0,9,2013,0,6,2024,1,3,2023,0,15,2016,1,4,2013,2,18,2013,3,5,2018,0,6,2018,0,14,2016,1
Dunfermline,SC1,"2, 4, 5, 1, 4","1, 2, 3, 1, 2",9.8,"N, V, D, V, V",N/A,15,2023,5,6,2015,0,13,2019,1,2,2025,0,19,2014,1,5,2025,0,10,2012,1,9,2025,0,6,2018,1,22,2014,0,3,2024,1,25,2012,5,5,2019,0,8,2015,1,14,2024,0
Morton,SC1,"3, 4, 2, 1, 3","1, 4, 1, 1, 1",13.4,"V, V, N, D, D",N/A,20,2020,3,4,2024,2,10,2023,0,2,2024,0,20,2013,1,5,2017,0,7,2014,1,11,2014,0,4,2019,0,21,2022,3,5,2021,0,25,2013,6,4,2024,0,6,2013,0,16,2015,3
Partick,SC1,"1, 3, 2, 5, 2","0, 1, 0, 2, 0",9.8,"N, V, D, V, V",N/A,17,2021,2,7,2021,0,24,2020,1,3,2021,0,22,2016,4,4,2023,0,8,2025,0,10,2017,1,4,2023,0,14,2017,1,4,2010,1,24,2024,0,4,2024,1,6,2021,0,16,2017,1
Queens Park,SC1,"0, 0, 5, 3, 7","0, 0, 2, 2, 3",3.0000000000000004,"D, V, D, N, N",N/A,16,2021,2,8,2020,0,31,2014,3,2,2025,0,21,2018,3,5,2014,0,9,2012,3,9,2020,0,5,2014,1,21,2022,0,6,2017,0,17,2020,3,4,2015,0,8,2019,3,17,2021,0
Raith Rvs,SC1,"2, 2, 2, 3, 3","1, 0, 1, 2, 1",-2.6,"D, D, N, V, D",N/A,23,2019,0,4,2024,0,11,2013,3,2,2021,0,23,2019,8,4,2016,0,8,2018,2,8,2017,0,4,2021,0,14,2022,11,3,2023,0,18,2019,3,5,2021,0,6,2019,0,16,2011,1
Ross County,SC1,"1, 5, 3, 6, 3","0, 3, 1, 3, 1",-0.1999999999999993,"D, N, D, V, D",N/A,18,2012,0,5,2013,0,23,2024,5,4,2011,0,18,2018,4,4,2011,0,9,2025,4,7,2018,0,6,2019,0,22,2011,1,5,2011,0,18,2015,4,6,2012,0,4,2021,0,15,2015,1
St Johnstone,SC1,"4, 4, 3, 4, 7","1, 4, 1, 2, 3",16.2,"V, N, V, V, D",N/A,18,2015,5,6,2018,0,15,2012,2,2,2025,0,16,2024,5,5,2020,0,8,2015,5,9,2015,0,3,2019,2,39,2015,0,4,2011,0,12,2022,5,6,2020,0,5,2013,2,16,2011,0
Alloa,SC2,"2, 2, 0, 3, 4","1, 0, 0, 2, 1",19.8,"V, V, N, N, V",N/A,21,2025,2,3,2025,3,19,2021,0,1,2025,0,19,2021,2,4,2025,0,12,2015,2,8,2014,0,4,2018,1,16,2025,0,3,2024,0,16,2011,2,6,2022,0,8,2019,0,10,2015,1
Cove Rangers,SC2,"1, 3, 3, 1, 3","0, 1, 2, 1, 3",3.8,"V, D, D, V, D",N/A,22,2020,1,6,2021,0,12,2024,3,1,2025,0,18,2020,1,4,2023,0,6,2025,1,9,2021,0,5,2024,0,10,2025,10,3,2023,0,15,2024,4,5,2021,0,4,2022,1,9,2022,0
East Fife,SC2,"2, 3, 2, 3, 1","0, 1, 0, 2, 0",9.0,"V, D, N, V, N",N/A,16,2011,1,4,2024,1,23,2013,0,2,2022,0,22,2021,0,2,2025,1,10,2022,0,5,2025,1,8,2011,0,11,2018,6,3,2019,0,13,2021,0,5,2022,1,7,2019,0,9,2023,1
Hamilton,SC2,"4, 3, 2, 3, 3","1, 1, 0, 2, 3",5.4,"D, V, N, D, V",N/A,13,2014,9,5,2023,0,15,2019,1,1,2025,0,15,2014,9,4,2023,0,9,2017,2,8,2013,0,4,2024,0,14,2017,4,5,2016,0,12,2011,2,5,2023,0,4,2020,2,11,2011,0
Inverness C,SC2,"4, 4, 1, 1, 1","1, 3, 0, 0, 1",16.6,"V, V, V, N, D",N/A,22,2012,16,6,2014,3,22,2011,0,2,2018,0,19,2011,0,5,2021,3,7,2015,0,6,2021,3,4,2012,0,19,2023,3,7,2018,0,18,2010,1,5,2021,0,4,2015,0,10,2024,3
Kelty Hearts,SC2,"4, 3, 3, 4, 2","3, 1, 2, 1, 0",-1.0,"N, N, D, D, N",N/A,19,2022,2,3,2024,0,10,2024,7,3,2023,0,11,2025,9,4,2023,0,7,2025,0,5,2024,1,5,2023,0,9,2022,1,3,2024,2,16,2025,0,4,2025,1,6,2025,0,9,2023,2
Montrose,SC2,"4, 3, 1, 4, 2","1, 1, 0, 1, 0",-5.0,"N, D, D, D, D",N/A,23,2013,1,5,2018,0,25,2016,8,2,2022,0,22,2012,2,3,2022,0,10,2011,0,6,2024,1,6,2015,0,12,2011,1,3,2025,1,15,2012,0,4,2021,1,6,2013,0,12,2011,5
Peterhead,SC2,"3, 1, 3, 3, 2","2, 0, 2, 2, 0",2.1999999999999993,"N, D, V, D, V",N/A,17,2018,1,5,2013,0,19,2022,4,2,2021,0,24,2014,3,4,2013,0,8,2025,0,8,2012,1,5,2018,0,15,2021,7,4,2024,1,15,2025,0,6,2017,1,7,2025,0,11,2021,1
Queen of Sth,SC2,"3, 3, 2, 3, 2","2, 1, 1, 2, 0",10.2,"N, V, N, V, D",N/A,16,2013,4,4,2012,0,16,2023,1,2,2017,0,17,2021,5,4,2016,0,12,2023,0,8,2019,1,6,2018,0,13,2019,11,3,2012,1,17,2022,0,4,2021,1,6,2023,0,13,2021,1
Stenhousemuir,SC2,"1, 0, 2, 4, 1","0, 0, 1, 1, 0",1.0000000000000004,"D, N, N, N, V",N/A,25,2024,0,4,2023,0,21,2016,3,3,2024,0,27,2011,0,3,2024,1,13,2022,0,11,2022,1,6,2022,0,15,2022,1,8,2024,0,23,2023,0,5,2022,1,7,2011,0,12,2023,5
Annan Athletic,SC3,"1, 2, 2, 3, 2","0, 1, 1, 1, 0",-1.4,"N, D, D, N, V",N/A,25,2019,2,3,2017,0,17,2025,4,1,2025,0,27,2024,4,4,2017,0,9,2017,0,8,2017,1,7,2012,0,11,2021,5,4,2017,1,21,2024,0,6,2021,1,6,2012,0,14,2019,5
Clyde,SC3,"4, 0, 4, 0, 2","1, 0, 2, 0, 1",9.0,"N, N, V, N, N",N/A,31,2019,1,4,2024,0,27,2017,1,4,2018,0,24,2024,1,4,2018,0,8,2021,0,6,2019,2,4,2024,0,19,2013,2,6,2018,2,16,2013,1,5,2018,0,4,2024,0,10,2018,2
Dumbarton,SC3,"4, 3, 4, 3, 2","2, 3, 2, 1, 0",-1.8,"D, V, D, D, N",N/A,18,2025,0,5,2024,0,20,2024,17,2,2014,0,20,2025,19,4,2018,0,13,2011,0,8,2018,1,7,2017,0,14,2020,2,6,2024,0,35,2013,0,5,2021,1,6,2022,0,12,2021,2
East Kilbride,SC3,"4, 3, 3, 2, 4","1, 3, 2, 1, 0",14.600000000000001,"V, V, D, V, N",N/A,13,2025,13,1,2025,0,4,2025,1,0,N/A,0,11,2025,11,1,2025,0,4,2025,1,1,2025,0,4,2025,1,3,2025,0,2,2025,0,10,2025,0,1,2025,1,3,2025,0,2,2025,2
Edinburgh City,SC3,"1, 4, 1, 4, 2","0, 3, 1, 1, 0",3.0,"N, D, V, D, V",N/A,15,2024,14,4,2020,0,18,2024,2,1,2025,0,26,2024,2,3,2024,0,14,2024,0,8,2016,1,6,2024,0,14,2022,1,2,2024,1,16,2024,0,4,2018,1,5,2025,0,17,2020,3
Elgin,SC3,"3, 3, 2, 4, 2","1, 3, 1, 1, 0",16.6,"V, V, V, D, V",N/A,19,2012,3,3,2025,1,22,2013,0,1,2025,0,29,2012,8,4,2017,0,8,2018,0,6,2018,1,7,2012,0,12,2021,1,4,2024,0,31,2012,0,5,2024,1,7,2012,0,9,2017,3
Forfar,SC3,"3, 0, 4, 2, 4","1, 0, 1, 1, 2",8.6,"V, N, D, N, D",N/A,11,2017,3,4,2025,1,29,2013,0,2,2025,0,22,2017,3,4,2025,0,9,2012,1,11,2025,0,4,2017,1,15,2025,0,3,2023,0,16,2012,3,4,2025,0,7,2013,1,12,2020,0
Spartans,SC3,"1, 3, 3, 2, 2","0, 3, 2, 1, 1",6.2,"N, N, V, V, D",N/A,12,2024,4,4,2024,0,7,2025,7,1,2025,0,9,2024,4,3,2024,0,7,2024,0,8,2024,2,4,2023,0,10,2024,5,3,2023,2,4,2025,4,4,2023,0,3,2025,0,8,2024,2
Stirling,SC3,"4, 2, 1, 2, 4","2, 1, 1, 1, 2",-6.6000000000000005,"D, D, D, N, N",N/A,16,2021,0,3,2017,0,37,2015,8,1,2025,0,21,2025,2,4,2019,0,10,2013,1,6,2022,0,5,2017,1,17,2019,0,4,2019,0,16,2012,8,4,2019,0,7,2025,1,18,2019,0
Stranraer,SC3,"1, 4, 4, 0, 4","0, 3, 1, 0, 0",5.800000000000001,"D, N, V, V, D",N/A,21,2014,1,4,2021,0,17,2013,1,2,2024,0,20,2014,1,4,2023,0,10,2012,1,9,2023,0,6,2022,1,12,2024,0,6,2020,0,25,2014,0,4,2025,2,9,2023,0,11,2023,3
Aberdeen,Scottish Premiership,"4, 1, 3, 1, 2","3, 0, 1, 1, 0",9.4,"N, V, D, V, V",N/A,19,2024,5,8,2015,0,16,2022,1,2,2024,0,14,2024,1,7,2021,0,8,2016,0,14,2018,2,5,2023,0,18,2015,4,4,2012,1,12,2015,0,5,2013,1,5,2016,0,15,2015,4
Celtic,Scottish Premiership,"5, 2, 4, 4, 4","2, 2, 2, 2, 1",14.6,"V, V, D, D, V",N/A,61,2017,3,13,2014,2,7,2024,0,2,2019,0,28,2024,5,4,2021,0,14,2020,3,5,2021,0,6,2017,3,11,2019,0,3,2021,0,21,2025,5,4,2025,0,9,2025,0,13,2011,1
Dundee,Scottish Premiership,"4, 2, 3, 4, 3","3, 2, 1, 2, 2",-5.0,"D, D, D, V, D",N/A,25,2015,0,7,2011,0,23,2025,3,2,2024,0,17,2021,5,4,2021,0,6,2025,3,14,2014,0,5,2021,0,23,2014,1,5,2012,0,18,2021,9,4,2021,0,8,2024,2,18,2011,0
Dundee United,Scottish Premiership,"2, 4, 4, 2, 2","1, 1, 2, 1, 2",3.4,"N, D, V, N, N",N/A,17,2011,1,5,2019,0,21,2014,6,2,2022,0,17,2015,16,5,2016,0,7,2012,0,9,2021,2,4,2013,0,21,2019,2,5,2013,1,17,2025,17,4,2022,0,5,2023,1,10,2022,0
Falkirk,Scottish Premiership,"3, 3, 4, 4, 2","1, 1, 2, 3, 1",7.800000000000001,"N, V, D, V, V",N/A,27,2024,2,6,2014,0,12,2021,9,2,2023,0,15,2022,9,4,2015,0,10,2023,0,9,2018,1,4,2024,0,14,2021,1,4,2012,1,15,2017,8,5,2017,0,6,2025,0,12,2021,1
Hearts,Scottish Premiership,"3, 4, 4, 4, 2","1, 2, 2, 2, 2",13.4,"N, V, N, V, V",N/A,27,2015,16,7,2018,0,17,2014,1,3,2017,0,20,2015,5,3,2025,0,7,2021,0,11,2011,1,7,2021,0,20,2011,1,5,2011,1,15,2015,5,5,2018,0,4,2025,4,14,2011,0
Hibernian,Scottish Premiership,"4, 3, 1, 4, 3","1, 1, 1, 2, 1",11.8,"V, N, D, V, V",N/A,19,2016,2,4,2022,1,17,2014,0,3,2022,0,24,2024,2,4,2020,0,10,2012,2,10,2013,0,4,2025,0,21,2021,1,5,2025,0,15,2025,5,4,2022,0,6,2025,0,15,2013,1
Kilmarnock,Scottish Premiership,"3, 4, 1, 4, 4","1, 2, 1, 3, 1",-9.0,"D, D, D, D, D",N/A,23,2011,0,4,2021,0,19,2020,5,1,2025,0,20,2011,2,5,2023,0,10,2015,2,8,2021,0,5,2015,2,13,2014,0,4,2025,0,17,2015,7,5,2019,0,4,2024,0,16,2025,1
Livingston,Scottish Premiership,"2, 4, 3, 4, 2","1, 1, 1, 2, 1",-1.0,"N, N, D, D, N",N/A,20,2017,3,4,2024,0,16,2013,7,2,2024,0,15,2013,7,3,2023,0,15,2012,0,7,2023,1,5,2012,0,13,2024,1,3,2025,2,17,2012,7,5,2020,0,7,2012,0,21,2022,1
