Équipe,Ligue,Prochain_Match,Form_Score,Form_Last_5_Str,Last_5_FT_Goals,FT Marque_Record,FT Marque_Annee_Record,FT Marque_EnCours,FT Marque_Pct,FT CS_Record,FT CS_Annee_Record,FT CS_EnCours,FT CS_Pct,FT No CS_Record,FT No CS_Annee_Record,FT No CS_EnCours,FT No CS_Pct,FT -0.5_Record,FT -0.5_Annee_Record,FT -0.5_EnCours,FT -0.5_Pct,FT +1.5_Record,FT +1.5_Annee_Record,FT +1.5_EnCours,FT +1.5_Pct,FT -1.5_Record,FT -1.5_Annee_Record,FT -1.5_EnCours,FT -1.5_Pct,FT +2.5_Record,FT +2.5_Annee_Record,FT +2.5_EnCours,FT +2.5_Pct,FT -2.5_Record,FT -2.5_Annee_Record,FT -2.5_EnCours,FT -2.5_Pct,FT +3.5_Record,FT +3.5_Annee_Record,FT +3.5_EnCours,FT +3.5_Pct,FT -3.5_Record,FT -3.5_Annee_Record,FT -3.5_EnCours,FT -3.5_Pct,FT Nuls_Record,FT Nuls_Annee_Record,FT Nuls_EnCours,FT Nuls_Pct,MT +0.5_Record,MT +0.5_Annee_Record,MT +0.5_EnCours,MT +0.5_Pct,MT -0.5_Record,MT -0.5_Annee_Record,MT -0.5_EnCours,MT -0.5_Pct,MT +1.5_Record,MT +1.5_Annee_Record,MT +1.5_EnCours,MT +1.5_Pct,MT -1.5_Record,MT -1.5_Annee_Record,MT -1.5_EnCours,MT -1.5_Pct
Sport-Club Freiburg,Bundesliga,1. FSV Mainz 05 (Dom) - 30/11,0.0,Pas assez de matchs,"0,4,2,0,3",5,2025,1,70.0,1,2025,0,30.0,3,2025,1,70.0,1,2025,0,20.0,5,2025,1,80.0,1,2025,0,20.0,4,2025,1,60.0,2,2025,0,40.0,3,2025,0,40.0,3,2025,3,60.0,0,N/A,0,0.0,0,N/A,0,0.0,10,2025,10,100.0,0,N/A,0,0.0,10,2025,10,100.0
TSG Hoffenheim,Bundesliga,FC Augsburg (Dom) - 29/11,0.0,Pas assez de matchs,"3,4,5,4,2",5,2025,5,90.9090909090909,1,2025,0,9.090909090909092,6,2025,4,90.9090909090909,0,N/A,0,0.0,5,2025,5,90.9090909090909,1,2025,0,9.090909090909092,4,2025,0,72.72727272727273,2,2025,1,27.27272727272727,3,2025,0,54.54545454545454,3,2025,1,45.45454545454545,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
VfB Stuttgart,Bundesliga,Hamburger SV (Ext) - 30/11,0.0,Pas assez de matchs,"1,3,3,4,5",10,2025,10,100.0,2,2025,0,40.0,3,2025,3,60.0,0,N/A,0,0.0,4,2025,4,80.0,1,2025,0,20.0,4,2025,4,70.0,1,2025,0,30.0,2,2025,2,30.0,5,2025,0,70.0,0,N/A,0,0.0,0,N/A,0,0.0,10,2025,10,100.0,0,N/A,0,0.0,10,2025,10,100.0
VfL Wolfsburg,Bundesliga,Eintracht Frankfurt (Ext) - 30/11,0.0,Pas assez de matchs,"4,3,1,5,3",3,2025,3,70.0,1,2025,0,10.0,7,2025,2,90.0,0,N/A,0,0.0,3,2025,2,70.0,2,2025,0,30.0,2,2025,2,60.0,2,2025,0,40.0,1,2025,0,40.0,2,2025,1,60.0,0,N/A,0,0.0,0,N/A,0,0.0,10,2025,10,100.0,0,N/A,0,0.0,10,2025,10,100.0
Birmingham City,Championship,West Bromwich Albion (Ext) - 26/11,0.0,Pas assez de matchs,"1,1,4,4,3",4,2025,3,73.33333333333333,2,2025,0,33.33333333333333,4,2025,1,66.66666666666666,0,N/A,0,0.0,4,2025,3,66.66666666666666,2,2025,0,33.33333333333333,3,2025,3,46.666666666666664,4,2025,0,53.333333333333336,2,2025,0,26.666666666666668,7,2025,1,73.33333333333333,0,N/A,0,0.0,0,N/A,0,0.0,15,2025,15,100.0,0,N/A,0,0.0,15,2025,15,100.0
Blackburn Rovers,Championship,Queens Park Rangers (Dom) - 26/11,0.0,Pas assez de matchs,"3,2,1,3,3",6,2025,6,73.33333333333333,2,2025,0,26.666666666666668,6,2025,2,73.33333333333333,0,N/A,0,0.0,7,2025,2,80.0,1,2025,0,20.0,2,2025,2,53.333333333333336,2,2025,0,46.666666666666664,1,2025,0,6.666666666666667,9,2025,5,93.33333333333333,0,N/A,0,0.0,0,N/A,0,0.0,15,2025,15,100.0,0,N/A,0,0.0,15,2025,15,100.0
Bristol City,Championship,Wrexham (Ext) - 26/11,1.0000000000000002,"N, D, D, V, V","6,1,1,2,2",16,2019,2,72.5,4,2024,0,24.305555555555554,29,2013,6,75.69444444444444,2,2025,0,6.666666666666667,15,2022,2,76.11111111111111,4,2016,0,23.88888888888889,13,2022,0,49.861111111111114,10,2023,4,50.138888888888886,5,2025,0,27.916666666666668,15,2025,4,72.08333333333333,3,2024,0,25.972222222222225,26,2022,0,68.05555555555556,6,2012,1,31.944444444444443,7,2012,0,30.555555555555557,23,2023,1,69.44444444444444
Charlton Athletic,Championship,Stoke City (Ext) - 25/11,0.0,Pas assez de matchs,"3,2,2,1,1",5,2025,0,73.33333333333333,2,2025,0,40.0,3,2025,1,60.0,1,2025,0,6.666666666666667,7,2025,0,60.0,3,2025,2,40.0,2,2025,0,26.666666666666668,4,2025,4,73.33333333333333,1,2025,0,6.666666666666667,11,2025,11,93.33333333333333,0,N/A,0,0.0,0,N/A,0,0.0,15,2025,15,100.0,0,N/A,0,0.0,15,2025,15,100.0
Coventry City,Championship,Middlesbrough (Ext) - 25/11,0.0,Pas assez de matchs,"3,4,5,4,1",9,2025,9,86.66666666666667,5,2025,1,46.666666666666664,4,2025,0,53.333333333333336,1,2025,0,13.333333333333334,8,2025,0,80.0,1,2025,1,20.0,4,2025,0,66.66666666666666,2,2025,1,33.33333333333333,3,2025,0,53.333333333333336,3,2025,1,46.666666666666664,0,N/A,0,0.0,0,N/A,0,0.0,15,2025,15,100.0,0,N/A,0,0.0,15,2025,15,100.0
Derby County,Championship,Swansea City (Ext) - 25/11,0.0,Pas assez de matchs,"1,1,4,3,3",5,2025,5,86.66666666666667,2,2025,0,20.0,5,2025,3,80.0,0,N/A,0,0.0,4,2025,3,66.66666666666666,3,2025,0,33.33333333333333,3,2025,3,40.0,8,2025,0,60.0,2,2025,0,26.666666666666668,8,2025,2,73.33333333333333,0,N/A,0,0.0,0,N/A,0,0.0,15,2025,15,100.0,0,N/A,0,0.0,15,2025,15,100.0
Hull City,Championship,Ipswich Town (Dom) - 25/11,0.0,Pas assez de matchs,"3,2,2,3,5",12,2025,12,86.66666666666667,1,2025,0,20.0,7,2025,2,80.0,1,2025,0,6.666666666666667,7,2025,6,86.66666666666667,1,2025,0,13.333333333333334,7,2025,2,73.33333333333333,2,2025,0,26.666666666666668,3,2025,1,46.666666666666664,4,2025,0,53.333333333333336,0,N/A,0,0.0,0,N/A,0,0.0,15,2025,15,100.0,0,N/A,0,0.0,15,2025,15,100.0
Ipswich Town,Championship,Hull City (Ext) - 25/11,0.0,Pas assez de matchs,"3,1,5,2,5",6,2025,4,85.71428571428571,1,2025,0,14.285714285714285,5,2025,3,85.71428571428571,0,N/A,0,0.0,7,2025,3,85.71428571428571,1,2025,0,14.285714285714285,3,2025,1,57.14285714285714,3,2025,0,42.857142857142854,2,2025,1,35.714285714285715,3,2025,0,64.28571428571429,0,N/A,0,0.0,0,N/A,0,0.0,14,2025,14,100.0,0,N/A,0,0.0,14,2025,14,100.0
Leicester City,Championship,Southampton (Ext) - 25/11,0.0,Pas assez de matchs,"3,1,2,2,3",5,2025,2,80.0,2,2025,0,20.0,9,2025,9,80.0,1,2025,0,6.666666666666667,5,2025,3,80.0,1,2025,0,20.0,2,2025,1,40.0,3,2025,0,60.0,1,2025,0,13.333333333333334,6,2025,6,86.66666666666667,0,N/A,0,0.0,0,N/A,0,0.0,15,2025,15,100.0,0,N/A,0,0.0,15,2025,15,100.0
Middlesbrough,Championship,Coventry City (Dom) - 25/11,5.800000000000001,"V, N, D, N, V","3,2,2,3,3",19,2018,4,72.75280898876404,9,2016,0,31.741573033707866,17,2023,8,68.25842696629213,3,2014,0,8.146067415730338,17,2023,8,71.06741573033707,6,2014,0,28.932584269662918,7,2023,2,46.62921348314607,12,2014,0,53.37078651685393,4,2010,0,23.03370786516854,27,2019,20,76.96629213483146,5,2016,0,24.15730337078652,21,2018,0,67.2752808988764,7,2014,1,32.7247191011236,5,2021,0,30.758426966292134,19,2025,1,69.24157303370787
Millwall,Championship,Sheffield Wednesday (Dom) - 26/11,3.4,"N, D, N, V, V","4,4,4,2,2",19,2020,2,69.44444444444444,7,2017,0,33.05555555555556,14,2016,6,66.94444444444444,2,2023,0,10.277777777777777,20,2016,6,67.91666666666667,5,2014,0,32.083333333333336,8,2016,0,43.333333333333336,14,2024,2,56.666666666666664,4,2025,0,22.63888888888889,22,2021,2,77.36111111111111,5,2020,0,28.194444444444443,17,2016,0,62.638888888888886,5,2023,1,37.361111111111114,5,2016,0,29.02777777777778,14,2024,1,70.97222222222223
Norwich City,Championship,Oxford United (Dom) - 25/11,0.0,Pas assez de matchs,"1,3,2,2,3",7,2025,2,73.33333333333333,1,2025,0,6.666666666666667,11,2025,11,93.33333333333333,0,N/A,0,0.0,7,2025,4,80.0,2,2025,0,20.0,3,2025,1,46.666666666666664,2,2025,0,53.333333333333336,1,2025,0,13.333333333333334,6,2025,6,86.66666666666667,0,N/A,0,0.0,0,N/A,0,0.0,15,2025,15,100.0,0,N/A,0,0.0,15,2025,15,100.0
Oxford United,Championship,Norwich City (Ext) - 25/11,0.0,Pas assez de matchs,"1,3,4,3,3",3,2025,1,60.0,1,2025,0,13.333333333333334,7,2025,5,86.66666666666667,1,2025,0,6.666666666666667,4,2025,4,60.0,2,2025,0,40.0,4,2025,4,60.0,2,2025,0,40.0,3,2025,0,33.33333333333333,6,2025,2,66.66666666666666,0,N/A,0,0.0,0,N/A,0,0.0,15,2025,15,100.0,0,N/A,0,0.0,15,2025,15,100.0
Portsmouth,Championship,Sheffield United (Ext) - 26/11,-4.199999999999999,"D, N, D, D, D","4,0,0,5,5",17,2020,2,73.06064880112835,6,2021,0,31.45275035260931,14,2018,2,68.5472496473907,3,2014,0,8.885754583921015,12,2019,2,71.36812411847673,4,2025,0,28.63187588152327,9,2022,2,47.81382228490832,8,2025,0,52.186177715091674,4,2022,2,26.657263751763043,20,2011,0,73.34273624823695,5,2019,0,26.939351198871652,13,2014,0,65.86741889985895,5,2022,1,34.132581100141046,5,2024,0,28.913963328631876,15,2025,1,71.08603667136812
Preston North End,Championship,Watford (Ext) - 25/11,0.0,Pas assez de matchs,"5,2,3,2,3",5,2025,5,81.25,2,2025,0,31.25,3,2025,3,68.75,1,2025,0,6.25,5,2025,5,68.75,2,2025,0,31.25,1,2025,1,43.75,2,2025,0,56.25,1,2025,0,18.75,4,2025,4,81.25,0,N/A,0,0.0,0,N/A,0,0.0,16,2025,16,100.0,0,N/A,0,0.0,16,2025,16,100.0
Queens Park Rangers,Championship,Blackburn Rovers (Ext) - 26/11,0.0,Pas assez de matchs,"1,1,5,3,0",7,2025,0,80.0,1,2025,1,26.666666666666668,5,2025,0,73.33333333333333,1,2025,1,13.333333333333334,5,2025,0,66.66666666666666,2,2025,1,33.33333333333333,4,2025,0,53.333333333333336,3,2025,1,46.666666666666664,3,2025,0,26.666666666666668,7,2025,2,73.33333333333333,0,N/A,0,0.0,0,N/A,0,0.0,15,2025,15,100.0,0,N/A,0,0.0,15,2025,15,100.0
Sheffield United,Championship,Sheffield Weds (Ext) - 23/11,-1.0000000000000002,"N, D, D, D, V","4,4,4,0,0",16,2016,0,72.84482758620689,8,2014,2,31.60919540229885,22,2024,0,68.39080459770115,2,2025,2,5.316091954022988,15,2011,0,69.25287356321839,6,2025,2,30.747126436781606,8,2025,0,45.54597701149425,11,2024,2,54.45402298850575,8,2025,0,25.862068965517242,26,2014,2,74.13793103448276,3,2019,0,22.126436781609197,16,2017,0,64.65517241379311,5,2025,3,35.3448275862069,5,2024,0,27.011494252873565,21,2025,7,72.98850574712644
Sheffield Wednesday,Championship,Sheffield United (Dom) - 23/11,0.0,Pas assez de matchs,"1,3,0,2,4",3,2025,2,60.0,1,2025,0,13.333333333333334,6,2025,2,86.66666666666667,1,2025,0,6.666666666666667,10,2025,2,86.66666666666667,1,2025,0,13.333333333333334,3,2025,1,60.0,2,2025,0,40.0,2,2025,1,26.666666666666668,5,2025,0,73.33333333333333,0,N/A,0,0.0,0,N/A,0,0.0,15,2025,15,100.0,0,N/A,0,0.0,15,2025,15,100.0
Southampton,Championship,Leicester City (Dom) - 25/11,7.4,"V, V, D, D, D","2,3,3,4,4",31,2024,4,73.23717948717949,6,2016,0,26.442307692307693,21,2023,10,73.5576923076923,2,2025,0,6.891025641025641,26,2012,10,77.08333333333334,4,2023,0,22.916666666666664,11,2025,4,52.083333333333336,13,2013,0,47.91666666666667,6,2012,2,31.08974358974359,18,2013,0,68.91025641025641,4,2021,0,24.03846153846154,16,2022,0,70.67307692307693,5,2010,1,29.326923076923077,4,2025,0,35.256410256410255,15,2013,1,64.74358974358975
Stoke City,Championship,Charlton Athletic (Dom) - 25/11,0.0,Pas assez de matchs,"2,1,6,3,1",3,2025,0,66.66666666666666,1,2025,0,40.0,2,2025,1,60.0,1,2025,0,6.666666666666667,3,2025,0,53.333333333333336,3,2025,1,46.666666666666664,3,2025,0,33.33333333333333,9,2025,1,66.66666666666666,1,2025,0,13.333333333333334,11,2025,2,86.66666666666667,0,N/A,0,0.0,0,N/A,0,0.0,15,2025,15,100.0,0,N/A,0,0.0,15,2025,15,100.0
Swansea City,Championship,Derby County (Dom) - 25/11,0.0,Pas assez de matchs,"1,3,2,3,5",4,2025,4,73.33333333333333,1,2025,0,20.0,5,2025,5,80.0,1,2025,0,6.666666666666667,4,2025,4,66.66666666666666,2,2025,0,33.33333333333333,2,2025,2,40.0,4,2025,0,60.0,1,2025,1,20.0,5,2025,0,80.0,0,N/A,0,0.0,0,N/A,0,0.0,15,2025,15,100.0,0,N/A,0,0.0,15,2025,15,100.0
Watford,Championship,Preston North End (Dom) - 25/11,6.999999999999999,"N, N, V, D, V","3,2,2,2,2",15,2014,10,70.98214285714286,4,2022,0,25.595238095238095,29,2025,4,74.40476190476191,2,2024,0,6.9940476190476195,22,2013,10,74.40476190476191,5,2020,0,25.595238095238095,9,2014,0,52.529761904761905,8,2021,4,47.470238095238095,4,2015,0,28.869047619047617,20,2025,6,71.13095238095238,4,2024,0,24.25595238095238,16,2013,0,70.08928571428571,5,2022,1,29.910714285714285,4,2022,0,34.970238095238095,13,2025,1,65.02976190476191
West Bromwich Albion,Championship,Birmingham City (Dom) - 26/11,0.0,Pas assez de matchs,"3,1,0,1,3",4,2025,1,66.66666666666666,1,2025,0,26.666666666666668,4,2025,2,73.33333333333333,1,2025,0,6.666666666666667,3,2025,1,53.333333333333336,3,2025,0,46.666666666666664,3,2025,1,40.0,3,2025,0,60.0,1,2025,0,6.666666666666667,13,2025,13,93.33333333333333,0,N/A,0,0.0,0,N/A,0,0.0,15,2025,15,100.0,0,N/A,0,0.0,15,2025,15,100.0
Wrexham,Championship,Bristol City (Dom) - 26/11,15.4,"V, N, V, N, V","5,0,0,1,1",23,2023,2,77.05382436260622,7,2011,4,37.39376770538244,14,2017,0,62.606232294617556,2,2025,0,8.78186968838527,22,2025,0,70.96317280453258,4,2025,4,29.036827195467424,9,2023,0,45.892351274787536,12,2025,4,54.107648725212464,5,2022,0,27.620396600566572,19,2017,4,72.37960339943342,4,2018,0,25.495750708215297,14,2021,0,68.69688385269122,5,2025,5,31.303116147308778,5,2021,0,33.56940509915014,21,2025,21,66.43059490084985
Arsenal,Premier League,Tottenham (Dom) - 23/11,15.000000000000002,"N, V, V, V, V","1,2,2,4,4",20,2019,16,83.61486486486487,8,2025,0,36.486486486486484,11,2018,2,63.51351351351351,2,2012,0,5.574324324324325,17,2015,4,78.88513513513513,4,2025,0,21.114864864864867,10,2023,2,57.26351351351351,8,2025,0,42.736486486486484,7,2023,2,34.12162162162162,16,2025,0,65.87837837837837,4,2020,0,21.114864864864867,13,2015,0,72.2972972972973,5,2014,1,27.7027027027027,6,2024,0,39.69594594594595,15,2025,3,60.304054054054056
Aston Villa,Premier League,Leeds (Ext) - 23/11,13.8,"V, D, V, V, V","1,2,2,4,4",20,2023,2,71.5909090909091,4,2020,2,26.2987012987013,26,2013,0,73.7012987012987,2,2025,0,7.305194805194805,14,2024,4,75.48701298701299,4,2025,0,24.512987012987015,7,2024,2,52.435064935064936,10,2017,0,47.564935064935064,3,2024,2,28.733766233766232,23,2015,0,71.26623376623377,5,2016,0,24.83766233766234,10,2023,0,69.8051948051948,5,2025,1,30.1948051948052,5,2023,0,33.27922077922078,14,2025,1,66.72077922077922
Bournemouth,Premier League,Sunderland (Ext) - 29/11,1.4000000000000001,"D, D, V, N, V","2,4,4,4,4",14,2021,0,75.46296296296296,5,2020,0,27.469135802469136,16,2020,4,72.53086419753086,2,2025,0,5.709876543209877,19,2024,12,77.77777777777779,5,2014,0,22.22222222222222,8,2016,4,55.8641975308642,8,2012,0,44.135802469135804,6,2025,4,32.56172839506173,17,2014,0,67.43827160493827,3,2021,0,24.382716049382715,16,2015,0,73.76543209876543,5,2014,1,26.234567901234566,6,2019,0,35.95679012345679,11,2025,1,64.0432098765432
Brentford,Premier League,Burnley (Dom) - 29/11,11.0,"V, D, V, V, D","5,2,2,4,4",19,2025,2,76.17647058823529,5,2020,0,28.38235294117647,13,2024,6,71.61764705882354,2,2020,0,6.911764705882353,21,2011,8,77.5,5,2010,0,22.5,11,2014,2,52.20588235294118,6,2018,0,47.794117647058826,6,2025,2,30.73529411764706,14,2019,0,69.26470588235294,4,2021,0,24.558823529411764,26,2017,0,71.32352941176471,5,2018,1,28.676470588235293,5,2019,0,33.088235294117645,10,2016,5,66.91176470588235
Brighton,Premier League,Nott'm Forest (Ext) - 30/11,10.6,"N, V, D, V, N","6,3,3,0,0",32,2023,0,72.68518518518519,5,2016,4,31.48148148148148,23,2023,0,68.51851851851852,2,2025,2,10.185185185185185,35,2025,0,73.76543209876543,5,2021,2,26.234567901234566,11,2025,0,46.913580246913575,8,2021,2,53.086419753086425,8,2023,0,25.771604938271604,20,2012,4,74.22839506172839,4,2025,0,31.48148148148148,20,2023,0,66.82098765432099,5,2013,3,33.17901234567901,6,2022,0,29.01234567901235,16,2014,5,70.98765432098766
Burnley,Premier League,Brentford (Ext) - 29/11,1.0,"D, D, V, V, D","5,2,2,5,5",31,2023,2,70.98765432098766,12,2025,0,31.635802469135804,21,2024,6,68.3641975308642,3,2014,0,8.950617283950617,16,2024,14,71.91358024691358,8,2015,0,28.08641975308642,9,2011,2,45.67901234567901,14,2024,0,54.32098765432099,4,2024,2,24.228395061728396,25,2025,0,75.77160493827161,3,2022,0,27.469135802469136,14,2023,0,65.12345679012346,5,2017,1,34.876543209876544,7,2015,0,31.48148148148148,17,2015,1,68.51851851851852
Chelsea,Premier League,Arsenal (Dom) - 30/11,17.400000000000002,"V, V, D, V, V","3,1,1,3,3",20,2025,20,81.08108108108108,6,2016,4,35.97972972972973,11,2023,0,64.02027027027027,2,2025,0,6.925675675675675,20,2024,2,77.87162162162163,4,2025,0,22.12837837837838,12,2025,2,56.41891891891891,7,2023,0,43.58108108108108,8,2024,0,31.25,15,2014,10,68.75,3,2023,0,22.635135135135133,23,2024,0,70.27027027027027,5,2012,3,29.72972972972973,5,2023,0,36.6554054054054,15,2012,5,63.3445945945946
Crystal Palace,Premier League,Man Utd (Dom) - 30/11,7.4,"N, V, D, N, D","1,2,2,0,0",22,2012,0,66.88311688311688,5,2011,4,26.948051948051948,18,2016,0,73.05194805194806,2,2025,2,9.577922077922079,21,2024,0,71.42857142857143,4,2023,2,28.57142857142857,8,2025,0,47.564935064935064,7,2014,6,52.435064935064936,5,2024,0,26.2987012987013,19,2012,6,73.7012987012987,4,2021,0,26.785714285714285,18,2017,0,63.31168831168831,8,2011,3,36.688311688311686,5,2024,0,25.487012987012985,19,2020,7,74.51298701298701
Everton,Premier League,Man United (Ext) - 24/11,5.8,"V, N, D, D, V","3,2,2,2,2",18,2013,4,71.62162162162163,4,2023,2,29.222972972972972,16,2013,0,70.77702702702703,2,2025,0,7.601351351351352,20,2013,14,74.1554054054054,4,2021,0,25.844594594594593,5,2024,0,45.94594594594595,8,2025,4,54.054054054054056,4,2020,0,26.85810810810811,23,2012,16,73.1418918918919,4,2025,0,28.209459459459456,15,2011,0,65.70945945945947,4,2024,1,34.29054054054054,7,2015,0,33.9527027027027,14,2012,5,66.0472972972973
Fulham,Premier League,Spurs (Ext) - 29/11,0.6000000000000001,"D, V, D, D, D","3,3,3,2,2",24,2018,0,74.6875,5,2021,0,23.90625,20,2016,2,76.09375,1,2024,0,4.84375,22,2014,6,79.84375,4,2021,0,20.15625,10,2022,0,54.37499999999999,9,2025,2,45.625,6,2025,0,30.78125,14,2020,8,69.21875,5,2021,0,24.6875,13,2019,0,70.78125,5,2025,1,29.21875,5,2023,0,33.90625,12,2016,11,66.09375
Leeds,Premier League,Aston Villa (Dom) - 23/11,-4.200000000000001,"D, D, V, D, D","3,3,3,4,4",18,2018,2,75.72674418604652,6,2025,0,28.924418604651166,18,2023,16,71.07558139534885,2,2025,0,5.6686046511627906,14,2025,14,75.29069767441861,4,2025,0,24.709302325581394,9,2010,6,51.74418604651163,7,2015,0,48.25581395348838,6,2022,2,27.61627906976744,20,2013,0,72.38372093023256,5,2015,0,22.819767441860463,13,2021,0,68.45930232558139,11,2013,1,31.540697674418606,5,2022,0,32.412790697674424,21,2013,1,67.58720930232558
Liverpool,Premier League,West Ham (Ext) - 30/11,-0.9999999999999996,"D, V, D, D, D","5,2,2,3,3",54,2025,0,85.13513513513513,7,2020,0,36.99324324324324,10,2025,2,63.00675675675676,2,2013,0,5.743243243243244,36,2014,14,81.41891891891892,4,2025,0,18.58108108108108,11,2021,2,60.47297297297297,6,2011,0,39.52702702702703,9,2021,0,37.66891891891892,13,2011,4,62.33108108108109,3,2023,0,22.635135135135133,38,2014,0,75.0,5,2025,1,25.0,7,2020,0,41.0472972972973,20,2021,1,58.952702702702695
Man City,Premier League,Leeds (Dom) - 29/11,17.0,"V, V, D, V, V","1,4,4,3,3",29,2019,4,88.00675675675676,6,2021,2,43.07432432432432,8,2023,0,56.92567567567568,2,2010,0,4.5608108108108105,26,2016,4,81.58783783783784,3,2021,0,18.41216216216216,10,2019,4,61.6554054054054,6,2025,0,38.3445945945946,8,2019,0,40.87837837837838,10,2023,2,59.12162162162162,3,2023,0,15.70945945945946,21,2025,0,75.8445945945946,4,2021,1,24.155405405405407,7,2020,0,42.22972972972973,8,2014,1,57.770270270270274
Man Utd,Premier League,Everton (Dom) - 24/11,0.0,Pas assez de matchs,"2,3,6,4,4",7,2025,7,81.81818181818183,1,2025,0,9.090909090909092,6,2025,4,90.9090909090909,0,N/A,0,0.0,10,2025,10,90.9090909090909,1,2025,0,9.090909090909092,4,2025,4,72.72727272727273,2,2025,0,27.27272727272727,3,2025,3,45.45454545454545,2,2025,0,54.54545454545454,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
Newcastle,Premier League,Everton (Ext) - 29/11,-2.2,"D, D, V, D, V","3,4,4,4,4",14,2024,12,72.0,6,2025,0,28.000000000000004,14,2021,8,72.0,2,2025,0,6.833333333333333,17,2025,12,75.16666666666667,6,2025,0,24.833333333333332,11,2024,8,53.833333333333336,8,2023,0,46.166666666666664,8,2024,4,30.5,17,2018,0,69.5,3,2023,0,22.5,14,2025,0,70.16666666666667,4,2025,1,29.833333333333336,4,2025,0,35.333333333333336,23,2025,3,64.66666666666666
Nott'm Forest,Premier League,Brighton (Dom) - 30/11,4.2,"V, N, D, D, D","2,4,4,4,4",15,2014,4,71.51162790697676,4,2025,0,26.308139534883722,30,2025,30,73.69186046511628,3,2018,0,7.267441860465117,21,2016,10,73.54651162790698,5,2011,0,26.453488372093027,9,2014,4,47.093023255813954,11,2021,0,52.90697674418605,4,2025,4,24.709302325581394,25,2016,0,75.29069767441861,4,2016,0,27.906976744186046,14,2016,0,65.98837209302324,6,2012,1,34.01162790697674,4,2017,0,28.052325581395348,22,2021,1,71.94767441860465
Spurs,Premier League,Arsenal (Ext) - 23/11,0.0,Pas assez de matchs,"3,3,3,1,4",6,2025,1,81.81818181818183,2,2025,0,36.36363636363637,4,2025,2,63.63636363636363,0,N/A,0,0.0,6,2025,1,81.81818181818183,1,2025,0,18.181818181818183,3,2025,1,63.63636363636363,2,2025,0,36.36363636363637,1,2025,1,18.181818181818183,5,2025,0,81.81818181818183,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
Sunderland,Premier League,Bournemouth (Dom) - 29/11,7.0,"N, N, V, V, D","3,2,2,4,4",43,2019,8,72.29102167182663,5,2020,0,29.256965944272444,21,2017,6,70.74303405572755,2,2025,0,8.359133126934983,22,2018,10,72.91021671826626,5,2024,0,27.089783281733748,7,2013,2,47.6780185758514,10,2025,0,52.32198142414861,4,2017,2,25.386996904024766,35,2025,0,74.61300309597523,5,2024,0,29.876160990712076,13,2018,0,67.80185758513932,10,2025,1,32.19814241486068,5,2011,0,32.81733746130031,20,2025,5,67.18266253869969
West Ham,Premier League,Liverpool (Dom) - 30/11,9.0,"V, V, D, D, D","3,4,4,5,5",18,2016,6,73.66666666666667,4,2024,0,23.833333333333336,19,2024,16,76.16666666666667,3,2015,0,5.833333333333333,30,2025,30,80.0,3,2021,0,20.0,12,2025,6,55.333333333333336,6,2025,0,44.666666666666664,6,2016,4,34.66666666666667,14,2025,0,65.33333333333333,5,2015,0,24.833333333333332,14,2015,0,72.66666666666667,5,2025,1,27.333333333333332,6,2012,0,36.333333333333336,13,2025,1,63.66666666666667
